trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1139.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
2,"1182.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
3,"1074.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
4,"1014.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
5,"1059.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir"
6,"1175.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch"
7,"1152.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
8,"1106.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar"
9,"1038.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
10,"1031.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
11,"1001.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
12,"1091.avi","oneeighty","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir"
13,"1066.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
14,"1127.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
15,"1105.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar"
16,"1161.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch"
