trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1184.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep"
2,"1113.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
3,"1016.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic"
4,"1169.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep"
5,"1007.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
6,"1025.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic"
7,"1138.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
8,"1034.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
9,"1087.avi","oneeighty","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir"
10,"1163.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep"
11,"1167.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep"
12,"1049.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
13,"1056.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir"
14,"1097.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar"
15,"1130.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar"
16,"1080.avi","oneeighty","sin-oneeighty-4Hz-choir22.wav","Theta",180,"choir"
