trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1180.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1152.avi","1162.avi","1180.avi","1173.avi",3
2,"1173.avi","oneeighty","sin-oneeighty-4Hz-acoustic24.wav","Theta",180,"acoustic","1152.avi","1173.avi","1180.avi","1162.avi",2
3,"1081.avi","oneeighty","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth","1081.avi","1052.avi","1062.avi","1094.avi",1
4,"1021.avi","zero","sin-zero-4Hz-orch12.wav","Theta",0,"orch","1043.avi","1030.avi","1021.avi","1002.avi",3
5,"1052.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1081.avi","1062.avi","1094.avi","1052.avi",4
6,"1152.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic","1152.avi","1180.avi","1173.avi","1162.avi",1
7,"1030.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch","1043.avi","1002.avi","1021.avi","1030.avi",4
8,"1062.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth","1062.avi","1052.avi","1094.avi","1081.avi",1
9,"1104.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann","1104.avi","1107.avi","1129.avi","1126.avi",1
10,"1002.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch","1043.avi","1021.avi","1002.avi","1030.avi",3
11,"1107.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann","1107.avi","1126.avi","1129.avi","1104.avi",1
12,"1126.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1107.avi","1129.avi","1126.avi","1104.avi",3
13,"1129.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1126.avi","1129.avi","1107.avi","1104.avi",2
14,"1162.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic","1180.avi","1173.avi","1152.avi","1162.avi",4
15,"1043.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1043.avi","1021.avi","1002.avi","1030.avi",1
16,"1094.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1081.avi","1062.avi","1052.avi","1094.avi",4
