trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1098.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar","1139.avi","1098.avi","1133.avi","1109.avi",2
2,"1044.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic","1044.avi","1018.avi","1015.avi","1026.avi",1
3,"1026.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic","1026.avi","1018.avi","1044.avi","1015.avi",1
4,"1092.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep","1060.avi","1078.avi","1092.avi","1069.avi",3
5,"1160.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann","1181.avi","1148.avi","1160.avi","1177.avi",3
6,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann","1181.avi","1160.avi","1177.avi","1148.avi",1
7,"1133.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar","1098.avi","1133.avi","1139.avi","1109.avi",2
8,"1069.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep","1078.avi","1069.avi","1092.avi","1060.avi",2
9,"1060.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep","1060.avi","1069.avi","1078.avi","1092.avi",1
10,"1177.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann","1160.avi","1181.avi","1148.avi","1177.avi",4
11,"1139.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar","1139.avi","1098.avi","1133.avi","1109.avi",1
12,"1148.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann","1160.avi","1148.avi","1181.avi","1177.avi",2
13,"1018.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1015.avi","1044.avi","1026.avi","1018.avi",4
14,"1078.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep","1092.avi","1078.avi","1069.avi","1060.avi",2
15,"1015.avi","zero","sin-zero-4Hz-acoustic5.wav","Theta",0,"acoustic","1044.avi","1026.avi","1015.avi","1018.avi",3
16,"1109.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar","1139.avi","1109.avi","1098.avi","1133.avi",2
