trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1039.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
2,"1028.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
3,"1143.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar"
4,"1105.avi","zero","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar"
5,"1004.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
6,"1076.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
7,"1166.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch"
8,"1179.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
9,"1174.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch"
10,"1059.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
11,"1003.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic"
12,"1066.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir"
13,"1099.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
14,"1155.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
15,"1085.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
16,"1141.avi","oneeighty","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar"
