trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1019.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
2,"1182.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
3,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar"
4,"1136.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
5,"1050.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar"
6,"1005.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir"
7,"1158.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
8,"1190.avi","oneeighty","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar"
9,"1068.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar"
10,"1127.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep"
11,"1091.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
12,"1101.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
13,"1164.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
14,"1048.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
15,"1114.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
16,"1036.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
