trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1080-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann12.wav","Gamma",90,"yann"
2,"1102-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic10.wav","Gamma",270,"acoustic"
3,"1100-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic1.wav","Gamma",180,"acoustic"
4,"1104-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic3.wav","Gamma",180,"acoustic"
5,"1128-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir14.wav","Theta",0,"choir"
6,"1103-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic8.wav","Gamma",270,"acoustic"
7,"1122-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir"
8,"1081-sin-37.5Hz-ninety.avi","zero","sin-zero-yann17.wav","Gamma",0,"yann"
9,"1090-sin-37.5Hz-ninety.avi","zero","sin-zero-yann5.wav","Gamma",0,"yann"
10,"1096-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann24.wav","Gamma",90,"yann"
11,"1121-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir13.wav","Theta",0,"choir"
12,"1140-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
