trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1057.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep","1063.avi","1091.avi","1057.avi","1089.avi",3
2,"1063.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep","1057.avi","1089.avi","1091.avi","1063.avi",4
3,"1150.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann","1173.avi","1183.avi","1149.avi","1150.avi",4
4,"1114.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth","1114.avi","1113.avi","1128.avi","1129.avi",1
5,"1173.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1173.avi","1150.avi","1149.avi","1183.avi",1
6,"1128.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1128.avi","1113.avi","1114.avi","1129.avi",1
7,"1089.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep","1091.avi","1089.avi","1063.avi","1057.avi",2
8,"1008.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar","1047.avi","1001.avi","1032.avi","1008.avi",4
9,"1113.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth","1113.avi","1128.avi","1114.avi","1129.avi",1
10,"1149.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann","1149.avi","1150.avi","1183.avi","1173.avi",1
11,"1032.avi","oneeighty","sin-oneeighty-4Hz-dar18.wav","Theta",180,"dar","1047.avi","1001.avi","1032.avi","1008.avi",3
12,"1183.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1150.avi","1183.avi","1149.avi","1173.avi",2
13,"1047.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar","1047.avi","1008.avi","1001.avi","1032.avi",1
14,"1001.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar","1032.avi","1008.avi","1047.avi","1001.avi",4
15,"1129.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1129.avi","1128.avi","1114.avi","1113.avi",1
16,"1091.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep","1089.avi","1063.avi","1091.avi","1057.avi",3
