trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1046.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic","1046.avi","1018.avi","1028.avi","1017.avi",1
2,"1122.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar","1111.avi","1122.avi","1110.avi","1131.avi",2
3,"1189.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann","1163.avi","1192.avi","1189.avi","1158.avi",3
4,"1192.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1163.avi","1189.avi","1192.avi","1158.avi",3
5,"1095.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep","1064.avi","1095.avi","1059.avi","1092.avi",2
6,"1131.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar","1131.avi","1110.avi","1122.avi","1111.avi",1
7,"1059.avi","zero","sin-zero-4Hz-ep9.wav","Theta",0,"ep","1064.avi","1092.avi","1095.avi","1059.avi",4
8,"1028.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1017.avi","1028.avi","1018.avi","1046.avi",2
9,"1017.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1028.avi","1018.avi","1017.avi","1046.avi",3
10,"1064.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep","1059.avi","1095.avi","1092.avi","1064.avi",4
11,"1092.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep","1095.avi","1092.avi","1059.avi","1064.avi",2
12,"1158.avi","zero","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1158.avi","1192.avi","1163.avi","1189.avi",1
13,"1111.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar","1111.avi","1110.avi","1122.avi","1131.avi",1
14,"1018.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic","1028.avi","1017.avi","1046.avi","1018.avi",4
15,"1110.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar","1122.avi","1111.avi","1131.avi","1110.avi",4
16,"1163.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1192.avi","1158.avi","1189.avi","1163.avi",4
