trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1019.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
2,"1156.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar"
3,"1140.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir"
4,"1138.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
5,"1077.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
6,"1060.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
7,"1098.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
8,"1026.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
9,"1164.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
10,"1050.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
11,"1027.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
12,"1176.avi","oneeighty","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar"
13,"1102.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
14,"1004.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann"
15,"1088.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
16,"1182.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
