trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1156.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep","1156.avi","1174.avi","1171.avi","1147.avi",1
2,"1126.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1100.avi","1129.avi","1126.avi","1113.avi",3
3,"1036.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic","1006.avi","1016.avi","1036.avi","1038.avi",3
4,"1051.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir","1085.avi","1050.avi","1092.avi","1051.avi",4
5,"1085.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir","1092.avi","1051.avi","1050.avi","1085.avi",4
6,"1006.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic","1036.avi","1006.avi","1016.avi","1038.avi",2
7,"1113.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar","1126.avi","1113.avi","1100.avi","1129.avi",2
8,"1129.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar","1129.avi","1113.avi","1126.avi","1100.avi",1
9,"1038.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic","1016.avi","1038.avi","1036.avi","1006.avi",2
10,"1092.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1051.avi","1050.avi","1092.avi","1085.avi",3
11,"1100.avi","zero","sin-zero-4Hz-dar12.wav","Theta",0,"dar","1126.avi","1100.avi","1113.avi","1129.avi",2
12,"1050.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir","1050.avi","1051.avi","1085.avi","1092.avi",1
13,"1171.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep","1156.avi","1171.avi","1174.avi","1147.avi",2
14,"1174.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep","1147.avi","1171.avi","1156.avi","1174.avi",4
15,"1147.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep","1156.avi","1147.avi","1171.avi","1174.avi",2
16,"1016.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic","1038.avi","1036.avi","1016.avi","1006.avi",3
