trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1055.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic"
2,"1144.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
3,"1043.avi","oneeighty","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann"
4,"1046.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann"
5,"1081.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
6,"1154.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
7,"1109.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
8,"1107.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir"
9,"1007.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann"
10,"1160.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
11,"1135.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
12,"1054.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
13,"1088.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
14,"1023.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
15,"1185.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
16,"1173.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar"
