trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1100.avi","zero","sin-zero-4Hz-dar12.wav","Theta",0,"dar"
2,"1171.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
3,"1174.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep"
4,"1016.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
5,"1147.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
6,"1126.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar"
7,"1050.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir"
8,"1156.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep"
9,"1092.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir"
10,"1113.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
11,"1085.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir"
12,"1036.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic"
13,"1051.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
14,"1006.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
15,"1129.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar"
16,"1038.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
