trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1062.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep"
2,"1099.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar"
3,"1029.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
4,"1141.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
5,"1106.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar"
6,"1158.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
7,"1159.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann"
8,"1006.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
9,"1093.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
10,"1070.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep"
11,"1124.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
12,"1090.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep"
13,"1033.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
14,"1015.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic"
15,"1183.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
16,"1192.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann"
