trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1071.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth"
2,"1184.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
3,"1139.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
4,"1105.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
5,"1138.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann"
6,"1182.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic"
7,"1023.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch"
8,"1156.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
9,"1046.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch"
10,"1007.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch"
11,"1025.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
12,"1050.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
13,"1165.avi","zero","sin-zero-4Hz-acoustic5.wav","Theta",0,"acoustic"
14,"1103.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
15,"1085.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth"
16,"1095.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
