trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1067.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir"
2,"1185.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
3,"1012.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
4,"1120.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
5,"1075.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
6,"1044.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
7,"1102.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
8,"1131.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
9,"1154.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
10,"1142.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar"
11,"1003.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
12,"1026.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
13,"1174.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
14,"1161.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
15,"1055.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
16,"1077.avi","oneeighty","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir"
