trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1070.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep","1062.avi","1090.avi","1093.avi","1070.avi",4
2,"1093.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep","1090.avi","1062.avi","1070.avi","1093.avi",4
3,"1062.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1090.avi","1093.avi","1062.avi","1070.avi",3
4,"1192.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann","1158.avi","1183.avi","1192.avi","1159.avi",3
5,"1015.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic","1029.avi","1006.avi","1015.avi","1033.avi",3
6,"1029.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic","1015.avi","1006.avi","1029.avi","1033.avi",3
7,"1033.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic","1033.avi","1029.avi","1015.avi","1006.avi",1
8,"1124.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar","1106.avi","1099.avi","1141.avi","1124.avi",4
9,"1106.avi","zero","sin-zero-4Hz-guitar4.wav","Theta",0,"guitar","1099.avi","1106.avi","1124.avi","1141.avi",2
10,"1141.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar","1141.avi","1099.avi","1106.avi","1124.avi",1
11,"1158.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann","1158.avi","1183.avi","1159.avi","1192.avi",1
12,"1159.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann","1158.avi","1192.avi","1159.avi","1183.avi",3
13,"1090.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep","1093.avi","1062.avi","1070.avi","1090.avi",4
14,"1183.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1192.avi","1183.avi","1158.avi","1159.avi",2
15,"1099.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1124.avi","1106.avi","1099.avi","1141.avi",3
16,"1006.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic","1029.avi","1033.avi","1006.avi","1015.avi",3
