trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1151.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann","1181.avi","1164.avi","1151.avi","1180.avi",3
2,"1039.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar","1047.avi","1039.avi","1021.avi","1024.avi",2
3,"1047.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar","1024.avi","1047.avi","1039.avi","1021.avi",2
4,"1133.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth","1110.avi","1133.avi","1101.avi","1127.avi",2
5,"1021.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar","1024.avi","1047.avi","1039.avi","1021.avi",4
6,"1066.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep","1065.avi","1066.avi","1080.avi","1083.avi",2
7,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep","1083.avi","1080.avi","1066.avi","1065.avi",2
8,"1065.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep","1083.avi","1065.avi","1080.avi","1066.avi",2
9,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann","1180.avi","1151.avi","1164.avi","1181.avi",4
10,"1024.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar","1039.avi","1047.avi","1021.avi","1024.avi",4
11,"1101.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth","1127.avi","1110.avi","1133.avi","1101.avi",4
12,"1127.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1101.avi","1133.avi","1127.avi","1110.avi",3
13,"1110.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1110.avi","1127.avi","1133.avi","1101.avi",1
14,"1180.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1151.avi","1180.avi","1164.avi","1181.avi",2
15,"1083.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep","1066.avi","1080.avi","1083.avi","1065.avi",3
16,"1164.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann","1181.avi","1151.avi","1164.avi","1180.avi",3
