trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1021.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
2,"1039.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar"
3,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann"
4,"1151.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
5,"1066.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
6,"1047.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
7,"1127.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth"
8,"1101.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth"
9,"1180.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann"
10,"1083.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep"
11,"1024.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
12,"1110.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
13,"1065.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep"
14,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
15,"1164.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
16,"1133.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth"
