trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1003-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic16.wav","Gamma",180,"acoustic"
2,"1182-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann10.wav","Gamma",90,"yann"
3,"1031-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir11.wav","Theta",180,"choir"
4,"1029-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
5,"1183-sin-37.5Hz-ninety.avi","zero","sin-zero-yann4.wav","Gamma",0,"yann"
6,"1171-sin-37.5Hz-ninety.avi","zero","sin-zero-yann2.wav","Gamma",0,"yann"
7,"1175-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann8.wav","Gamma",90,"yann"
8,"1027-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
9,"1008-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic22.wav","Gamma",270,"acoustic"
10,"1014-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic25.wav","Gamma",270,"acoustic"
11,"1015-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic13.wav","Gamma",180,"acoustic"
12,"1041-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir5.wav","Theta",0,"choir"
