trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1110-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch2.wav","Theta",180,"orch"
2,"1098-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch12.wav","Theta",0,"orch"
3,"1115-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch11.wav","Theta",0,"orch"
4,"1069-sin-37.5Hz-ninety.avi","zero","sin-zero-ep7.wav","Gamma",0,"ep"
5,"1095-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar20.wav","Gamma",180,"guitar"
6,"1051-sin-37.5Hz-ninety.avi","zero","sin-zero-ep10.wav","Gamma",0,"ep"
7,"1058-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep14.wav","Gamma",90,"ep"
8,"1086-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar5.wav","Gamma",270,"guitar"
9,"1074-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar21.wav","Gamma",180,"guitar"
10,"1109-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch3.wav","Theta",180,"orch"
11,"1077-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar6.wav","Gamma",270,"guitar"
12,"1053-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep13.wav","Gamma",90,"ep"
