trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1045-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar20.wav","Gamma",180,"dar"
2,"1072-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep11.wav","Theta",0,"ep"
3,"1064-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep3.wav","Theta",180,"ep"
4,"1025-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar19.wav","Gamma",180,"dar"
5,"1021-sin-37.5Hz-ninety.avi","zero","sin-zero-choir8.wav","Gamma",0,"choir"
6,"1008-sin-37.5Hz-ninety.avi","zero","sin-zero-choir7.wav","Gamma",0,"choir"
7,"1011-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir15.wav","Gamma",90,"choir"
8,"1071-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep1.wav","Theta",180,"ep"
9,"1022-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir13.wav","Gamma",90,"choir"
10,"1030-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar6.wav","Gamma",270,"dar"
11,"1063-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep12.wav","Theta",0,"ep"
12,"1029-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar17.wav","Gamma",270,"dar"
