trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1073-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar11.wav","Gamma",0,"guitar"
2,"1128-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth6.wav","Theta",180,"synth"
3,"1084-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar1.wav","Gamma",90,"guitar"
4,"1111-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch14.wav","Gamma",270,"orch"
5,"1132-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth5.wav","Theta",180,"synth"
6,"1126-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth22.wav","Theta",0,"synth"
7,"1137-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth19.wav","Theta",0,"synth"
8,"1102-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch7.wav","Gamma",180,"orch"
9,"1094-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar12.wav","Gamma",0,"guitar"
10,"1077-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar3.wav","Gamma",90,"guitar"
11,"1099-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch13.wav","Gamma",270,"orch"
12,"1119-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch8.wav","Gamma",180,"orch"
