trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1167-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann15.wav","Gamma",270,"yann"
2,"1143-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth2.wav","Gamma",90,"synth"
3,"1152-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann16.wav","Gamma",270,"yann"
4,"1184-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic"
5,"1181-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
6,"1129-sin-37.5Hz-ninety.avi","zero","sin-zero-synth23.wav","Gamma",0,"synth"
7,"1180-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic20.wav","Theta",0,"acoustic"
8,"1173-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic22.wav","Theta",0,"acoustic"
9,"1147-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann7.wav","Gamma",180,"yann"
10,"1136-sin-37.5Hz-ninety.avi","zero","sin-zero-synth24.wav","Gamma",0,"synth"
11,"1134-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth4.wav","Gamma",90,"synth"
12,"1166-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann10.wav","Gamma",180,"yann"
