trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1050.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar","1073.avi","1050.avi","1081.avi","1051.avi",2
2,"1144.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep","1144.avi","1100.avi","1136.avi","1115.avi",1
3,"1031.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir","1016.avi","1011.avi","1032.avi","1031.avi",4
4,"1016.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir","1031.avi","1011.avi","1032.avi","1016.avi",4
5,"1100.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep","1136.avi","1115.avi","1144.avi","1100.avi",4
6,"1032.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir","1031.avi","1016.avi","1032.avi","1011.avi",3
7,"1190.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1161.avi","1159.avi","1174.avi","1190.avi",4
8,"1161.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar","1174.avi","1161.avi","1159.avi","1190.avi",2
9,"1073.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar","1073.avi","1081.avi","1050.avi","1051.avi",1
10,"1115.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep","1100.avi","1144.avi","1136.avi","1115.avi",4
11,"1159.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar","1174.avi","1161.avi","1190.avi","1159.avi",4
12,"1051.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar","1081.avi","1051.avi","1050.avi","1073.avi",2
13,"1174.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar","1161.avi","1159.avi","1190.avi","1174.avi",4
14,"1011.avi","zero","sin-zero-4Hz-choir6.wav","Theta",0,"choir","1031.avi","1032.avi","1016.avi","1011.avi",4
15,"1136.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep","1136.avi","1100.avi","1115.avi","1144.avi",1
16,"1081.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar","1051.avi","1073.avi","1081.avi","1050.avi",3
