trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1088.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
2,"1173.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
3,"1106.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
4,"1083.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic"
5,"1023.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
6,"1041.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
7,"1018.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
8,"1152.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
9,"1177.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
10,"1042.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
11,"1108.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
12,"1135.avi","oneeighty","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir"
13,"1054.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
14,"1059.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
15,"1141.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
16,"1162.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
