trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1003.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
2,"1067.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann"
3,"1147.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
4,"1107.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
5,"1026.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
6,"1015.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth"
7,"1056.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
8,"1188.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir"
9,"1101.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic"
10,"1077.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
11,"1157.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir"
12,"1080.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann"
13,"1028.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth"
14,"1143.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
15,"1127.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
16,"1171.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
