trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1002-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann1.wav","Gamma",90,"yann"
2,"1053-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir6.wav","Theta",180,"choir"
3,"1015-sin-37.5Hz-ninety.avi","zero","sin-zero-yann24.wav","Gamma",0,"yann"
4,"1004-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann2.wav","Gamma",90,"yann"
5,"1061-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir19.wav","Theta",0,"choir"
6,"1009-sin-37.5Hz-ninety.avi","zero","sin-zero-yann11.wav","Gamma",0,"yann"
7,"1062-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir21.wav","Theta",0,"choir"
8,"1030-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic7.wav","Gamma",180,"acoustic"
9,"1069-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir"
10,"1029-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic16.wav","Gamma",270,"acoustic"
11,"1031-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic8.wav","Gamma",180,"acoustic"
12,"1048-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic15.wav","Gamma",270,"acoustic"
