trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1022.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
2,"1026.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir"
3,"1187.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
4,"1060.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar"
5,"1140.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
6,"1011.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
7,"1086.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
8,"1118.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
9,"1038.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
10,"1102.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
11,"1167.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
12,"1131.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
13,"1168.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth"
14,"1064.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
15,"1189.avi","oneeighty","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth"
16,"1079.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar"
