trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1095.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth"
2,"1137.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann"
3,"1177.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
4,"1130.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
5,"1146.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic"
6,"1081.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth"
7,"1111.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
8,"1015.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch"
9,"1164.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
10,"1113.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
11,"1002.avi","zero","sin-zero-4Hz-orch8.wav","Theta",0,"orch"
12,"1039.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
13,"1050.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
14,"1071.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
15,"1041.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
16,"1172.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
