trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1158.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann","1152.avi","1169.avi","1158.avi","1180.avi",3
2,"1112.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth","1128.avi","1123.avi","1112.avi","1104.avi",3
3,"1128.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1123.avi","1104.avi","1112.avi","1128.avi",4
4,"1003.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar","1031.avi","1016.avi","1003.avi","1040.avi",3
5,"1075.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep","1094.avi","1068.avi","1075.avi","1066.avi",3
6,"1066.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep","1094.avi","1066.avi","1068.avi","1075.avi",2
7,"1169.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1158.avi","1152.avi","1180.avi","1169.avi",4
8,"1180.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann","1169.avi","1180.avi","1158.avi","1152.avi",2
9,"1068.avi","zero","sin-zero-4Hz-ep9.wav","Theta",0,"ep","1066.avi","1075.avi","1068.avi","1094.avi",3
10,"1094.avi","oneeighty","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep","1075.avi","1066.avi","1094.avi","1068.avi",3
11,"1031.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar","1016.avi","1031.avi","1003.avi","1040.avi",2
12,"1152.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann","1180.avi","1152.avi","1158.avi","1169.avi",2
13,"1040.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar","1003.avi","1016.avi","1031.avi","1040.avi",4
14,"1016.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar","1040.avi","1016.avi","1003.avi","1031.avi",2
15,"1104.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth","1123.avi","1128.avi","1104.avi","1112.avi",3
16,"1123.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth","1123.avi","1112.avi","1104.avi","1128.avi",1
