trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1171.avi","oneeighty","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar","1163.avi","1171.avi","1188.avi","1165.avi",2
2,"1048.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1012.avi","1029.avi","1001.avi","1048.avi",4
3,"1001.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir","1048.avi","1001.avi","1012.avi","1029.avi",2
4,"1125.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep","1119.avi","1138.avi","1125.avi","1105.avi",3
5,"1058.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar","1049.avi","1058.avi","1084.avi","1087.avi",2
6,"1087.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar","1087.avi","1084.avi","1049.avi","1058.avi",1
7,"1029.avi","oneeighty","sin-oneeighty-4Hz-choir23.wav","Theta",180,"choir","1012.avi","1048.avi","1001.avi","1029.avi",4
8,"1165.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1171.avi","1188.avi","1163.avi","1165.avi",4
9,"1105.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep","1138.avi","1119.avi","1105.avi","1125.avi",3
10,"1138.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep","1138.avi","1119.avi","1105.avi","1125.avi",1
11,"1119.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep","1119.avi","1138.avi","1125.avi","1105.avi",1
12,"1012.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir","1012.avi","1001.avi","1048.avi","1029.avi",1
13,"1084.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1049.avi","1058.avi","1084.avi","1087.avi",3
14,"1049.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar","1049.avi","1087.avi","1058.avi","1084.avi",1
15,"1163.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar","1188.avi","1171.avi","1165.avi","1163.avi",4
16,"1188.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar","1188.avi","1163.avi","1165.avi","1171.avi",1
