trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1081-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann"
2,"1075-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann11.wav","Theta",180,"yann"
3,"1028-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch8.wav","Gamma",90,"orch"
4,"1052-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth21.wav","Gamma",270,"synth"
5,"1025-sin-37.5Hz-ninety.avi","zero","sin-zero-orch1.wav","Gamma",0,"orch"
6,"1055-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth19.wav","Gamma",270,"synth"
7,"1079-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
8,"1044-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch9.wav","Gamma",90,"orch"
9,"1062-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth15.wav","Gamma",180,"synth"
10,"1087-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann18.wav","Theta",0,"yann"
11,"1026-sin-37.5Hz-ninety.avi","zero","sin-zero-orch2.wav","Gamma",0,"orch"
12,"1063-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth13.wav","Gamma",180,"synth"
