trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1018-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar17.wav","Theta",0,"guitar"
2,"1152-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar8.wav","Gamma",90,"dar"
3,"1156-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar10.wav","Gamma",90,"dar"
4,"1189-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep19.wav","Gamma",270,"ep"
5,"1012-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
6,"1167-sin-37.5Hz-ninety.avi","zero","sin-zero-dar4.wav","Gamma",0,"dar"
7,"1007-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
8,"1178-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep16.wav","Gamma",180,"ep"
9,"1171-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep13.wav","Gamma",180,"ep"
10,"1003-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar24.wav","Theta",180,"guitar"
11,"1150-sin-37.5Hz-ninety.avi","zero","sin-zero-dar3.wav","Gamma",0,"dar"
12,"1177-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep22.wav","Gamma",270,"ep"
