trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1036-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch6.wav","Theta",0,"orch"
2,"1048-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
3,"1006-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar13.wav","Gamma",180,"guitar"
4,"1186-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep9.wav","Gamma",90,"ep"
5,"1184-sin-37.5Hz-ninety.avi","zero","sin-zero-ep1.wav","Gamma",0,"ep"
6,"1020-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar21.wav","Gamma",270,"guitar"
7,"1176-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep7.wav","Gamma",90,"ep"
8,"1032-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch17.wav","Theta",0,"orch"
9,"1008-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar14.wav","Gamma",180,"guitar"
10,"1024-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar22.wav","Gamma",270,"guitar"
11,"1191-sin-37.5Hz-ninety.avi","zero","sin-zero-ep3.wav","Gamma",0,"ep"
12,"1047-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch"
