trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1096-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann10.wav","Gamma",90,"yann"
2,"1092-sin-37.5Hz-ninety.avi","zero","sin-zero-yann1.wav","Gamma",0,"yann"
3,"1142-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
4,"1113-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic25.wav","Gamma",270,"acoustic"
5,"1128-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir11.wav","Theta",180,"choir"
6,"1107-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic14.wav","Gamma",180,"acoustic"
7,"1134-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir6.wav","Theta",0,"choir"
8,"1073-sin-37.5Hz-ninety.avi","zero","sin-zero-yann3.wav","Gamma",0,"yann"
9,"1111-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic19.wav","Gamma",270,"acoustic"
10,"1121-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir5.wav","Theta",0,"choir"
11,"1077-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann8.wav","Gamma",90,"yann"
12,"1119-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic15.wav","Gamma",180,"acoustic"
