respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,2,1,1111.avi,zero,sin-zero-4Hz-guitar4.wav,0,guitar,1,0.447264521873876,20306.0172470888
1,2,2,1028.avi,oneeighty,sin-oneeighty-4Hz-acoustic20.wav,180,acoustic,2,0.921518712217221,20312.1748816289
1,2,3,1014.avi,zero,sin-zero-4Hz-acoustic12.wav,0,acoustic,4,0.32385428694397,20318.4925086222
1,2,4,1016.avi,zero,sin-zero-4Hz-acoustic3.wav,0,acoustic,3,1.6195277230654,20324.9567485491
1,2,5,1077.avi,oneeighty,sin-oneeighty-4Hz-choir16.wav,180,choir,5,0.472914487534581,20332.4073336503
1,2,6,1170.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,5,0.347336518068914,20338.8448558944
1,2,7,1151.avi,zero,sin-zero-4Hz-orch9.wav,0,orch,5,0.344186797679868,20345.0959421012
1,2,8,1039.avi,oneeighty,sin-oneeighty-4Hz-acoustic18.wav,180,acoustic,4,0.298321145299269,20350.573789762
1,2,9,1179.avi,oneeighty,sin-oneeighty-4Hz-orch14.wav,180,orch,3,0.646716928164096,20355.5053031161
1,2,10,1079.avi,oneeighty,sin-oneeighty-4Hz-choir18.wav,180,choir,1,1.19272762948094,20360.8233234471
1,2,11,1113.avi,zero,sin-zero-4Hz-guitar2.wav,0,guitar,2,1.5550399601525,20367.1808677277
1,2,12,1070.avi,zero,sin-zero-4Hz-choir9.wav,0,choir,5,0.28288920585328,20374.1249446444
1,2,13,1143.avi,oneeighty,sin-oneeighty-4Hz-guitar13.wav,180,guitar,3,0.628794554249907,20379.2830359151
1,2,14,1125.avi,oneeighty,sin-oneeighty-4Hz-guitar21.wav,180,guitar,3,1.20730346321579,20386.1204678998
1,2,15,1152.avi,zero,sin-zero-4Hz-orch5.wav,0,orch,3,1.39674039862075,20393.7309319508
1,2,16,1057.avi,zero,sin-zero-4Hz-choir12.wav,0,choir,2,1.23112801587922,20400.2485187952
