respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,1,1,1018.avi,zero,sin-zero-4Hz-guitar8.wav,0,guitar,2,3.23519572550867,20040.023999034
1,1,2,1172.avi,oneeighty,sin-oneeighty-4Hz-yann13.wav,180,yann,3,1.32413683805498,20049.5269551043
1,1,3,1093.avi,oneeighty,sin-oneeighty-4Hz-orch22.wav,180,orch,4,0.539820235910156,20055.7912777438
1,1,4,1063.avi,zero,sin-zero-4Hz-orch6.wav,0,orch,3,1.26479627491426,20062.7619211061
1,1,5,1041.avi,oneeighty,sin-oneeighty-4Hz-guitar23.wav,180,guitar,4,0.34230402922185,20070.4923661391
1,1,6,1149.avi,zero,sin-zero-4Hz-yann4.wav,0,yann,4,0.496636102245247,20076.9299557005
1,1,7,1105.avi,zero,sin-zero-4Hz-synth7.wav,0,synth,4,1.21339672620888,20082.5411774472
1,1,8,1086.avi,oneeighty,sin-oneeighty-4Hz-orch24.wav,180,orch,4,0.26907378478063,20088.9254306565
1,1,9,1064.avi,zero,sin-zero-4Hz-orch4.wav,0,orch,3,1.36449334751887,20094.6299615869
1,1,10,1009.avi,zero,sin-zero-4Hz-guitar1.wav,0,guitar,2,1.24405080486395,20100.5743497325
1,1,11,1133.avi,oneeighty,sin-oneeighty-4Hz-synth15.wav,180,synth,1,0.225041997782682,20106.3855594044
1,1,12,1161.avi,zero,sin-zero-4Hz-yann11.wav,0,yann,2,0.373933452570782,20113.0763214019
1,1,13,1029.avi,oneeighty,sin-oneeighty-4Hz-guitar20.wav,180,guitar,3,0.250484276300995,20118.0878048707
1,1,14,1142.avi,oneeighty,sin-oneeighty-4Hz-synth20.wav,180,synth,5,0.303116967403184,20122.8593577698
1,1,15,1190.avi,oneeighty,sin-oneeighty-4Hz-yann24.wav,180,yann,3,1.5585863388369,20129.6034944569
1,1,16,1098.avi,zero,sin-zero-4Hz-synth6.wav,0,synth,4,0.403791799679311,20136.3742591712
