respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
3,4,1,1098.avi,zero,sin-zero-4Hz-guitar2.wav,0,guitar,4,1.33934056313956,8643.91452828907
3,4,2,1091.avi,oneeighty,sin-oneeighty-4Hz-choir13.wav,180,choir,3,0.554749258530137,8649.7790386923
3,4,3,1179.avi,oneeighty,sin-oneeighty-4Hz-orch23.wav,180,orch,5,0.321936199596166,8654.96377761175
3,4,4,1186.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,3,0.201411849940996,8660.94825541292
3,4,5,1048.avi,oneeighty,sin-oneeighty-4Hz-acoustic13.wav,180,acoustic,2,1.04895077241235,8666.89268310353
3,4,6,1168.avi,zero,sin-zero-4Hz-orch11.wav,0,orch,4,0.5529501082965,8674.03665285608
3,4,7,1145.avi,zero,sin-zero-4Hz-orch3.wav,0,orch,2,1.21403669240135,8680.76744172006
3,4,8,1051.avi,zero,sin-zero-4Hz-choir12.wav,0,choir,3,1.72802644388685,8686.68533435969
3,4,9,1019.avi,zero,sin-zero-4Hz-acoustic10.wav,0,acoustic,3,2.25042571335871,8693.12289433766
3,4,10,1054.avi,zero,sin-zero-4Hz-choir10.wav,0,choir,2,0.802737364818313,8701.22651633499
3,4,11,1136.avi,oneeighty,sin-oneeighty-4Hz-guitar13.wav,180,guitar,4,1.3170102711556,8707.224263171
3,4,12,1092.avi,oneeighty,sin-oneeighty-4Hz-choir21.wav,180,choir,3,0.465895084787917,8713.63523496872
3,4,13,1097.avi,zero,sin-zero-4Hz-guitar8.wav,0,guitar,4,1.04388719086637,8718.95325499785
3,4,14,1135.avi,oneeighty,sin-oneeighty-4Hz-guitar20.wav,180,guitar,3,0.968933565774933,8725.44411208464
3,4,15,1014.avi,zero,sin-zero-4Hz-acoustic8.wav,0,acoustic,4,0.677670160821435,8731.0153588867
3,4,16,1034.avi,oneeighty,sin-oneeighty-4Hz-acoustic23.wav,180,acoustic,4,0.949436633536607,8737.87955051431
