respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
3,5,1,1067.avi,zero,sin-zero-4Hz-choir5.wav,0,choir,4,1.94206706060686,8908.34929113179
3,5,2,1185.avi,oneeighty,sin-oneeighty-4Hz-ep16.wav,180,ep,4,1.15252205543948,8915.14680643287
3,5,3,1012.avi,zero,sin-zero-4Hz-acoustic6.wav,0,acoustic,3,1.18153969224295,8921.67770759281
3,5,4,1120.avi,zero,sin-zero-4Hz-dar4.wav,0,dar,3,2.04005886481355,8928.83514652056
3,5,5,1075.avi,oneeighty,sin-oneeighty-4Hz-choir19.wav,180,choir,2,1.43206321175603,8935.69915642192
3,5,6,1044.avi,oneeighty,sin-oneeighty-4Hz-acoustic18.wav,180,acoustic,2,2.91451259178757,8942.77650388281
3,5,7,1102.avi,zero,sin-zero-4Hz-dar9.wav,0,dar,1,0.322586731266711,8950.24039545081
3,5,8,1131.avi,oneeighty,sin-oneeighty-4Hz-dar16.wav,180,dar,2,0.983699578135202,8956.89121299252
3,5,9,1154.avi,zero,sin-zero-4Hz-ep3.wav,0,ep,3,0.305980816106967,8963.2089136423
3,5,10,1142.avi,oneeighty,sin-oneeighty-4Hz-dar13.wav,180,dar,2,1.17480887802049,8968.9800191688
3,5,11,1003.avi,zero,sin-zero-4Hz-acoustic1.wav,0,acoustic,2,1.81193265261572,8976.11078448686
3,5,12,1026.avi,oneeighty,sin-oneeighty-4Hz-acoustic19.wav,180,acoustic,3,1.58286581086213,8983.46792546809
3,5,13,1174.avi,oneeighty,sin-oneeighty-4Hz-ep18.wav,180,ep,5,0.342890262401852,8991.37171409812
3,5,14,1161.avi,zero,sin-zero-4Hz-ep7.wav,0,ep,1,0.43056955481552,8997.63605696303
3,5,15,1055.avi,zero,sin-zero-4Hz-choir8.wav,0,choir,3,0.917919506140606,9003.50057279993
3,5,16,1077.avi,oneeighty,sin-oneeighty-4Hz-choir23.wav,180,choir,1,0.287889092651312,9008.97852581373
