respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
3,6,1,1132.avi,oneeighty,sin-oneeighty-4Hz-synth19.wav,180,synth,2,2.11642524545823,9182.70044208985
3,6,2,1032.avi,oneeighty,sin-oneeighty-4Hz-guitar16.wav,180,guitar,3,2.58611514863333,9190.95065407865
3,6,3,1018.avi,zero,sin-zero-4Hz-guitar1.wav,0,guitar,2,1.71673285184988,9198.26796139072
3,6,4,1104.avi,zero,sin-zero-4Hz-synth12.wav,0,synth,3,2.15661723531593,9205.37199755485
3,6,5,1187.avi,oneeighty,sin-oneeighty-4Hz-yann23.wav,180,yann,5,0.578326880844543,9213.62229708619
3,6,6,1086.avi,oneeighty,sin-oneeighty-4Hz-orch19.wav,180,orch,4,1.03658704823101,9219.53997328443
3,6,7,1069.avi,zero,sin-zero-4Hz-orch4.wav,0,orch,3,1.13512554053705,9226.93727516282
3,6,8,1020.avi,zero,sin-zero-4Hz-guitar3.wav,0,guitar,2,2.00940840861222,9233.45493687126
3,6,9,1157.avi,zero,sin-zero-4Hz-yann1.wav,0,yann,2,0.260083769160701,9240.61218260167
3,6,10,1144.avi,oneeighty,sin-oneeighty-4Hz-synth20.wav,180,synth,2,1.41179469763847,9247.11645724377
3,6,11,1040.avi,oneeighty,sin-oneeighty-4Hz-guitar14.wav,180,guitar,3,0.641356305704903,9254.9668376765
3,6,12,1190.avi,oneeighty,sin-oneeighty-4Hz-yann24.wav,180,yann,3,1.98471446791518,9260.55141086886
3,6,13,1060.avi,zero,sin-zero-4Hz-orch7.wav,0,orch,4,2.02493845608115,9268.69509716468
3,6,14,1117.avi,zero,sin-zero-4Hz-synth4.wav,0,synth,3,0.302051061453312,9275.30591893259
3,6,15,1149.avi,zero,sin-zero-4Hz-yann7.wav,0,yann,4,0.237297954070527,9280.73061287328
3,6,16,1087.avi,oneeighty,sin-oneeighty-4Hz-orch21.wav,180,orch,4,1.66622472775089,9286.62168157154
