trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1103.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth","1103.avi","1123.avi","1102.avi","1126.avi",1
2,"1102.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1123.avi","1102.avi","1126.avi","1103.avi",2
3,"1058.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch","1058.avi","1076.avi","1051.avi","1086.avi",1
4,"1076.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch","1076.avi","1051.avi","1058.avi","1086.avi",1
5,"1086.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch","1051.avi","1076.avi","1086.avi","1058.avi",3
6,"1168.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann","1168.avi","1160.avi","1176.avi","1186.avi",1
7,"1042.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar","1015.avi","1042.avi","1003.avi","1031.avi",2
8,"1176.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann","1168.avi","1176.avi","1160.avi","1186.avi",2
9,"1015.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar","1042.avi","1031.avi","1003.avi","1015.avi",4
10,"1123.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1103.avi","1126.avi","1123.avi","1102.avi",3
11,"1160.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann","1160.avi","1168.avi","1176.avi","1186.avi",1
12,"1126.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth","1103.avi","1102.avi","1123.avi","1126.avi",4
13,"1003.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar","1031.avi","1003.avi","1015.avi","1042.avi",2
14,"1031.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1015.avi","1042.avi","1003.avi","1031.avi",4
15,"1186.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann","1168.avi","1186.avi","1176.avi","1160.avi",2
16,"1051.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch","1086.avi","1076.avi","1058.avi","1051.avi",4
