trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1163.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
2,"1047.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
3,"1067.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep"
4,"1188.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
5,"1110.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar"
6,"1073.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
7,"1079.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
8,"1022.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
9,"1147.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
10,"1108.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
11,"1185.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
12,"1052.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
13,"1024.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic"
14,"1127.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
15,"1038.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
16,"1143.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
