trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1156.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth","1166.avi","1190.avi","1177.avi","1156.avi",4
2,"1166.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth","1166.avi","1156.avi","1177.avi","1190.avi",1
3,"1060.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar","1060.avi","1092.avi","1050.avi","1080.avi",1
4,"1122.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch","1105.avi","1131.avi","1122.avi","1109.avi",3
5,"1105.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch","1122.avi","1105.avi","1109.avi","1131.avi",2
6,"1190.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1156.avi","1177.avi","1190.avi","1166.avi",3
7,"1006.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir","1006.avi","1032.avi","1012.avi","1034.avi",1
8,"1032.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir","1032.avi","1012.avi","1034.avi","1006.avi",1
9,"1080.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1080.avi","1060.avi","1050.avi","1092.avi",1
10,"1050.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar","1080.avi","1050.avi","1060.avi","1092.avi",2
11,"1109.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch","1105.avi","1122.avi","1109.avi","1131.avi",3
12,"1012.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir","1032.avi","1012.avi","1006.avi","1034.avi",2
13,"1177.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1166.avi","1190.avi","1177.avi","1156.avi",3
14,"1092.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar","1080.avi","1092.avi","1050.avi","1060.avi",2
15,"1034.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir","1006.avi","1034.avi","1012.avi","1032.avi",2
16,"1131.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch","1122.avi","1109.avi","1105.avi","1131.avi",4
