trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1050.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
2,"1177.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth"
3,"1032.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
4,"1109.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch"
5,"1190.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth"
6,"1156.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
7,"1080.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar"
8,"1060.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar"
9,"1006.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
10,"1012.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir"
11,"1131.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch"
12,"1105.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch"
13,"1166.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
14,"1122.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch"
15,"1092.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar"
16,"1034.avi","oneeighty","sin-oneeighty-4Hz-choir16.wav","Theta",180,"choir"
