trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1120-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic9.wav","Gamma",270,"acoustic"
2,"1134-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir22.wav","Theta",180,"choir"
3,"1078-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann23.wav","Gamma",90,"yann"
4,"1113-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic7.wav","Gamma",270,"acoustic"
5,"1088-sin-37.5Hz-ninety.avi","zero","sin-zero-yann18.wav","Gamma",0,"yann"
6,"1143-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
7,"1142-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir16.wav","Theta",0,"choir"
8,"1138-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir15.wav","Theta",0,"choir"
9,"1073-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann11.wav","Gamma",90,"yann"
10,"1108-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic4.wav","Gamma",180,"acoustic"
11,"1093-sin-37.5Hz-ninety.avi","zero","sin-zero-yann6.wav","Gamma",0,"yann"
12,"1115-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic2.wav","Gamma",180,"acoustic"
