trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1118-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic13.wav","Theta",0,"acoustic"
2,"1056-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth24.wav","Gamma",90,"synth"
3,"1075-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann10.wav","Gamma",270,"yann"
4,"1062-sin-37.5Hz-ninety.avi","zero","sin-zero-synth18.wav","Gamma",0,"synth"
5,"1117-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic14.wav","Theta",0,"acoustic"
6,"1111-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
7,"1063-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth12.wav","Gamma",90,"synth"
8,"1074-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann3.wav","Gamma",180,"yann"
9,"1098-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
10,"1092-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann2.wav","Gamma",180,"yann"
11,"1055-sin-37.5Hz-ninety.avi","zero","sin-zero-synth6.wav","Gamma",0,"synth"
12,"1076-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann7.wav","Gamma",270,"yann"
