trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1136-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir2.wav","Gamma",180,"choir"
2,"1112-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic17.wav","Gamma",0,"acoustic"
3,"1144-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir4.wav","Gamma",180,"choir"
4,"1149-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar14.wav","Theta",0,"dar"
5,"1131-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir9.wav","Gamma",270,"choir"
6,"1160-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar"
7,"1116-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic18.wav","Gamma",0,"acoustic"
8,"1114-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic23.wav","Gamma",90,"acoustic"
9,"1155-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar15.wav","Theta",0,"dar"
10,"1158-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
11,"1107-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic11.wav","Gamma",90,"acoustic"
12,"1130-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir10.wav","Gamma",270,"choir"
