trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1185-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar"
2,"1168-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep4.wav","Gamma",270,"ep"
3,"1121-sin-37.5Hz-ninety.avi","zero","sin-zero-dar22.wav","Gamma",0,"dar"
4,"1149-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep12.wav","Gamma",180,"ep"
5,"1123-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar5.wav","Gamma",90,"dar"
6,"1158-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep1.wav","Gamma",270,"ep"
7,"1186-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar"
8,"1181-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar"
9,"1163-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep23.wav","Gamma",180,"ep"
10,"1130-sin-37.5Hz-ninety.avi","zero","sin-zero-dar20.wav","Gamma",0,"dar"
11,"1132-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar6.wav","Gamma",90,"dar"
12,"1172-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar"
