trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1152-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep18.wav","Gamma",90,"ep"
2,"1002-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch10.wav","Theta",0,"orch"
3,"1169-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar11.wav","Gamma",180,"guitar"
4,"1019-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch8.wav","Theta",0,"orch"
5,"1013-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch"
6,"1189-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar23.wav","Gamma",180,"guitar"
7,"1162-sin-37.5Hz-ninety.avi","zero","sin-zero-ep19.wav","Gamma",0,"ep"
8,"1159-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep17.wav","Gamma",90,"ep"
9,"1191-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar4.wav","Gamma",270,"guitar"
10,"1173-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar1.wav","Gamma",270,"guitar"
11,"1148-sin-37.5Hz-ninety.avi","zero","sin-zero-ep22.wav","Gamma",0,"ep"
12,"1001-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
