trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1082-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic25.wav","Gamma",0,"acoustic"
2,"1113-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir11.wav","Gamma",180,"choir"
3,"1111-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir2.wav","Gamma",270,"choir"
4,"1124-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
5,"1125-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar"
6,"1085-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic6.wav","Gamma",90,"acoustic"
7,"1144-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
8,"1083-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic18.wav","Gamma",90,"acoustic"
9,"1088-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic19.wav","Gamma",0,"acoustic"
10,"1104-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir1.wav","Gamma",270,"choir"
11,"1120-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir23.wav","Gamma",180,"choir"
12,"1138-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar"
