trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1056-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann"
2,"1014-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch17.wav","Gamma",90,"orch"
3,"1016-sin-37.5Hz-ninety.avi","zero","sin-zero-orch19.wav","Gamma",0,"orch"
4,"1040-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth24.wav","Gamma",180,"synth"
5,"1060-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
6,"1030-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth2.wav","Gamma",270,"synth"
7,"1062-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
8,"1006-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch5.wav","Gamma",90,"orch"
9,"1035-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth3.wav","Gamma",270,"synth"
10,"1004-sin-37.5Hz-ninety.avi","zero","sin-zero-orch20.wav","Gamma",0,"orch"
11,"1049-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann"
12,"1029-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth12.wav","Gamma",180,"synth"
