trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1111-sin-37.5Hz-ninety.avi","zero","sin-zero-synth17.wav","Gamma",0,"synth"
2,"1112-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth24.wav","Gamma",90,"synth"
3,"1166-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
4,"1110-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth12.wav","Gamma",90,"synth"
5,"1163-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
6,"1165-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic14.wav","Theta",0,"acoustic"
7,"1124-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann9.wav","Gamma",270,"yann"
8,"1138-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann8.wav","Gamma",270,"yann"
9,"1109-sin-37.5Hz-ninety.avi","zero","sin-zero-synth18.wav","Gamma",0,"synth"
10,"1134-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann1.wav","Gamma",180,"yann"
11,"1149-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic15.wav","Theta",0,"acoustic"
12,"1123-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann4.wav","Gamma",180,"yann"
