trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1180.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic","1180.avi","1159.avi","1163.avi","1186.avi",1
2,"1078.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth","1078.avi","1088.avi","1066.avi","1067.avi",1
3,"1022.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1025.avi","1022.avi","1032.avi","1017.avi",2
4,"1186.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic","1163.avi","1180.avi","1159.avi","1186.avi",4
5,"1066.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth","1078.avi","1088.avi","1067.avi","1066.avi",4
6,"1025.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch","1022.avi","1017.avi","1032.avi","1025.avi",4
7,"1032.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch","1017.avi","1022.avi","1032.avi","1025.avi",3
8,"1163.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic","1180.avi","1186.avi","1163.avi","1159.avi",3
9,"1017.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch","1017.avi","1025.avi","1032.avi","1022.avi",1
10,"1100.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1121.avi","1100.avi","1142.avi","1098.avi",2
11,"1121.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann","1098.avi","1142.avi","1100.avi","1121.avi",4
12,"1159.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic","1163.avi","1159.avi","1180.avi","1186.avi",2
13,"1067.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth","1078.avi","1066.avi","1067.avi","1088.avi",3
14,"1142.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann","1142.avi","1098.avi","1121.avi","1100.avi",1
15,"1098.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann","1121.avi","1098.avi","1100.avi","1142.avi",2
16,"1088.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth","1088.avi","1067.avi","1078.avi","1066.avi",1
