trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1049.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar"
2,"1035.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep"
3,"1154.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
4,"1080.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar"
5,"1179.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
6,"1009.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
7,"1037.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep"
8,"1172.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth"
9,"1138.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
10,"1104.avi","zero","sin-zero-4Hz-orch8.wav","Theta",0,"orch"
11,"1095.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
12,"1058.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
13,"1111.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch"
14,"1137.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch"
15,"1149.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
16,"1001.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
