trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1174.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth","1169.avi","1151.avi","1174.avi","1148.avi",3
2,"1030.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1023.avi","1016.avi","1030.avi","1026.avi",3
3,"1026.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir","1023.avi","1030.avi","1016.avi","1026.avi",4
4,"1082.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar","1075.avi","1082.avi","1068.avi","1069.avi",2
5,"1139.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch","1115.avi","1119.avi","1136.avi","1139.avi",4
6,"1148.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth","1174.avi","1151.avi","1148.avi","1169.avi",3
7,"1023.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir","1026.avi","1016.avi","1030.avi","1023.avi",4
8,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar","1069.avi","1068.avi","1082.avi","1075.avi",4
9,"1115.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch","1119.avi","1115.avi","1139.avi","1136.avi",2
10,"1069.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1082.avi","1069.avi","1068.avi","1075.avi",2
11,"1068.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar","1069.avi","1075.avi","1082.avi","1068.avi",4
12,"1169.avi","oneeighty","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth","1151.avi","1169.avi","1148.avi","1174.avi",2
13,"1136.avi","oneeighty","sin-oneeighty-4Hz-orch20.wav","Theta",180,"orch","1136.avi","1119.avi","1139.avi","1115.avi",1
14,"1119.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch","1115.avi","1119.avi","1139.avi","1136.avi",2
15,"1016.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir","1030.avi","1026.avi","1016.avi","1023.avi",3
16,"1151.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth","1169.avi","1174.avi","1148.avi","1151.avi",4
