trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1071.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1092.avi","1083.avi","1060.avi","1071.avi",4
2,"1008.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar","1045.avi","1008.avi","1003.avi","1036.avi",2
3,"1188.avi","oneeighty","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann","1171.avi","1188.avi","1164.avi","1166.avi",2
4,"1092.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep","1060.avi","1092.avi","1083.avi","1071.avi",2
5,"1120.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth","1116.avi","1120.avi","1126.avi","1125.avi",2
6,"1083.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep","1060.avi","1092.avi","1071.avi","1083.avi",4
7,"1171.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann","1164.avi","1188.avi","1171.avi","1166.avi",3
8,"1166.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann","1188.avi","1166.avi","1164.avi","1171.avi",2
9,"1126.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth","1126.avi","1116.avi","1120.avi","1125.avi",1
10,"1164.avi","zero","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1188.avi","1164.avi","1171.avi","1166.avi",2
11,"1125.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1116.avi","1126.avi","1120.avi","1125.avi",4
12,"1045.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1045.avi","1036.avi","1003.avi","1008.avi",1
13,"1116.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1125.avi","1116.avi","1120.avi","1126.avi",2
14,"1003.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar","1036.avi","1003.avi","1008.avi","1045.avi",2
15,"1060.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep","1092.avi","1071.avi","1083.avi","1060.avi",4
16,"1036.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar","1045.avi","1036.avi","1003.avi","1008.avi",2
