trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1139.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
2,"1068.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
3,"1023.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
4,"1169.avi","oneeighty","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth"
5,"1069.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar"
6,"1148.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
7,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar"
8,"1026.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
9,"1174.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
10,"1151.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
11,"1115.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
12,"1082.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar"
13,"1119.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch"
14,"1030.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
15,"1136.avi","oneeighty","sin-oneeighty-4Hz-orch20.wav","Theta",180,"orch"
16,"1016.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir"
