trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1020.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar","1020.avi","1029.avi","1018.avi","1043.avi",1
2,"1018.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar","1018.avi","1043.avi","1029.avi","1020.avi",1
3,"1043.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar","1043.avi","1029.avi","1020.avi","1018.avi",1
4,"1123.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1143.avi","1108.avi","1123.avi","1112.avi",3
5,"1076.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep","1076.avi","1077.avi","1059.avi","1063.avi",1
6,"1077.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep","1077.avi","1059.avi","1063.avi","1076.avi",1
7,"1059.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep","1076.avi","1059.avi","1077.avi","1063.avi",2
8,"1143.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar","1108.avi","1112.avi","1143.avi","1123.avi",3
9,"1156.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch","1156.avi","1189.avi","1145.avi","1175.avi",1
10,"1108.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar","1123.avi","1112.avi","1108.avi","1143.avi",3
11,"1112.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar","1123.avi","1112.avi","1143.avi","1108.avi",2
12,"1145.avi","zero","sin-zero-4Hz-orch12.wav","Theta",0,"orch","1145.avi","1156.avi","1189.avi","1175.avi",1
13,"1175.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch","1156.avi","1145.avi","1175.avi","1189.avi",3
14,"1189.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch","1156.avi","1189.avi","1175.avi","1145.avi",2
15,"1063.avi","zero","sin-zero-4Hz-ep9.wav","Theta",0,"ep","1063.avi","1077.avi","1076.avi","1059.avi",1
16,"1029.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar","1018.avi","1020.avi","1029.avi","1043.avi",3
