trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1149.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth","1154.avi","1149.avi","1179.avi","1172.avi",2
2,"1179.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1179.avi","1149.avi","1154.avi","1172.avi",1
3,"1001.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep","1037.avi","1009.avi","1035.avi","1001.avi",4
4,"1137.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1111.avi","1104.avi","1137.avi","1138.avi",3
5,"1104.avi","zero","sin-zero-4Hz-orch8.wav","Theta",0,"orch","1111.avi","1137.avi","1104.avi","1138.avi",3
6,"1037.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep","1001.avi","1037.avi","1035.avi","1009.avi",2
7,"1058.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar","1095.avi","1080.avi","1049.avi","1058.avi",4
8,"1111.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch","1137.avi","1104.avi","1138.avi","1111.avi",4
9,"1009.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep","1009.avi","1035.avi","1037.avi","1001.avi",1
10,"1138.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1104.avi","1111.avi","1138.avi","1137.avi",3
11,"1035.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1035.avi","1037.avi","1001.avi","1009.avi",1
12,"1172.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1179.avi","1154.avi","1172.avi","1149.avi",3
13,"1049.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar","1058.avi","1080.avi","1049.avi","1095.avi",3
14,"1095.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar","1049.avi","1058.avi","1080.avi","1095.avi",4
15,"1080.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar","1095.avi","1049.avi","1058.avi","1080.avi",4
16,"1154.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth","1179.avi","1154.avi","1172.avi","1149.avi",2
