trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1054-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann3.wav","Gamma",90,"yann"
2,"1072-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann2.wav","Gamma",90,"yann"
3,"1109-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir19.wav","Theta",0,"choir"
4,"1056-sin-37.5Hz-ninety.avi","zero","sin-zero-yann23.wav","Gamma",0,"yann"
5,"1077-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic16.wav","Gamma",270,"acoustic"
6,"1091-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic8.wav","Gamma",180,"acoustic"
7,"1110-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
8,"1085-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic7.wav","Gamma",180,"acoustic"
9,"1117-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir20.wav","Theta",0,"choir"
10,"1073-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic13.wav","Gamma",270,"acoustic"
11,"1070-sin-37.5Hz-ninety.avi","zero","sin-zero-yann24.wav","Gamma",0,"yann"
12,"1106-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir5.wav","Theta",180,"choir"
