trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1178-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar21.wav","Theta",0,"guitar"
2,"1169-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar5.wav","Theta",180,"guitar"
3,"1167-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep7.wav","Gamma",180,"ep"
4,"1124-sin-37.5Hz-ninety.avi","zero","sin-zero-dar12.wav","Gamma",0,"dar"
5,"1143-sin-37.5Hz-ninety.avi","zero","sin-zero-dar24.wav","Gamma",0,"dar"
6,"1151-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep10.wav","Gamma",180,"ep"
7,"1152-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep13.wav","Gamma",270,"ep"
8,"1139-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar1.wav","Gamma",90,"dar"
9,"1191-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar22.wav","Theta",0,"guitar"
10,"1186-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar"
11,"1122-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar2.wav","Gamma",90,"dar"
12,"1150-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep16.wav","Gamma",270,"ep"
