trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1128-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch12.wav","Gamma",270,"orch"
2,"1130-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch5.wav","Gamma",180,"orch"
3,"1106-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar21.wav","Gamma",90,"guitar"
4,"1101-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar20.wav","Gamma",90,"guitar"
5,"1115-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar15.wav","Gamma",0,"guitar"
6,"1113-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar14.wav","Gamma",0,"guitar"
7,"1134-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch18.wav","Gamma",180,"orch"
8,"1166-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth10.wav","Theta",180,"synth"
9,"1146-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth8.wav","Theta",180,"synth"
10,"1153-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth3.wav","Theta",0,"synth"
11,"1141-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch11.wav","Gamma",270,"orch"
12,"1147-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
