trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1029-sin-37.5Hz-ninety.avi","zero","sin-zero-choir15.wav","Gamma",0,"choir"
2,"1061-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar5.wav","Gamma",180,"dar"
3,"1091-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep10.wav","Theta",180,"ep"
4,"1032-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir21.wav","Gamma",90,"choir"
5,"1054-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar23.wav","Gamma",270,"dar"
6,"1042-sin-37.5Hz-ninety.avi","zero","sin-zero-choir13.wav","Gamma",0,"choir"
7,"1069-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar17.wav","Gamma",180,"dar"
8,"1034-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir19.wav","Gamma",90,"choir"
9,"1079-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep8.wav","Theta",180,"ep"
10,"1067-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar11.wav","Gamma",270,"dar"
11,"1073-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
12,"1080-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
